Customer ID,Name,Address,Email,Telephone,Contact Preference,Transaction Activity,Customer Preference,Communication Method
TRO980918,Maame Nana Ama Kwaakye,"972 Philip Ferry
Fosuburgh, FM 45570",appiaakua@example.net,+233561780492,Call,63402,Website,Email
TRO395419,Joyce Osei,"8192 Asiedu Roads Apt. 845
South Andrew, NJ 70137",sylviaamoa@example.net,0568388603,SMS,12448,Website,Email
TRO300626,Samuel Appiah-Nkansa,"0787 Jeremy Underpass Apt. 911
West Yaahaven, KY 80842",kujoebona@example.com,0208395852,SMS,70510,App,SMS
TRO467974,Denise Otiwa-Nyame,"930 Marcus Shores
West Vanessa, MO 66367",janet94@example.com,0275602534,Email,79275,Website,Call
TRO631912,Akua Serwaa,"716 Alice Meadow Apt. 587
Daniellefurt, MN 26383",gifty94@example.com,0280134720,Call,1152,App,SMS
TRO683621,Awura Jasmine Baafi,"53883 Jeffrey Spur Suite 289
North Janet, MD 47563",akwesi57@example.net,+233272850703,Email,48988,App,SMS
TRO68847,Abena Asenso,"689 Joyce Square
Port Susanmouth, TN 70865",ernestinakwarteng@example.org,0572807224,Call,92521,Website,Call
TRO939466,Joel Yirenkyi,"65996 Anokye Forest
East Vida, WY 72898",ernestinaboateng@example.org,+233505989959,Email,12482,App,Call
TRO717855,Mr. Gerald Asenso,"66887 Andrew Rapid Suite 642
South Margaret, VI 39147",hkwartemaa@example.org,0203231340,SMS,33047,App,SMS
TRO86439,Mrs. Nimakoah Ntim,"Unit 6664 Box 4782
DPO AP 66643",roger44@example.net,+233573039677,SMS,59892,App,Call
TRO69326,Mary Agyemang,"83189 Antwi Pines Suite 200
South Duncantown, NE 29250",dyeboa@example.org,+233547725601,SMS,28386,Website,Email
TRO928369,Jacob Obeng,"9847 Elliott Hill Suite 029
Awuahmouth, VA 11808",douglas65@example.com,0553645126,Email,62977,App,Email
TRO930132,Osofo Maame Akosua Agyemang,"630 Akyaa Pike
North Colinsberg, PW 03180",annette78@example.org,0276061122,SMS,91179,Website,SMS
TRO411274,Michelle Yaamoa,"004 Natasha Mill Apt. 286
Asamoaview, MN 87418",nyamevida@example.org,0266970506,Email,7500,App,Call
TRO367602,Osofo Mark Appiah,"87981 Obeng Spurs
Port Reginaside, AL 99724",afoakwagrace@example.net,+233571600477,Email,14817,Website,Call
TRO112501,Simon Agyapong,"70714 Vida Bridge
West Sharonbury, FM 56374",phillip25@example.com,0270202374,Call,82739,App,Call
TRO978980,Awura Akua Agyapomaa,"8560 Paul Point
Katherineville, MD 04929",kankra@example.net,0549475586,SMS,36821,App,Call
TRO993945,Mr. Jason Oppong,"95991 Akoaa Mountain
Mensahville, SC 86167",richard43@example.com,0564019044,SMS,81651,App,SMS
TRO522847,Jennifer Karikari-Nsia,"9615 Amoakowaa Stream Apt. 244
Safotown, WI 30468",nobeng@example.net,0542453402,Call,70211,Website,Call
TRO105821,Agya Graham Kwaakye,"753 Asiedu Unions Suite 761
Julieberg, NE 51860",boatemaapaul@example.net,+233271471157,Email,28139,Website,Email
TRO71564,Miss Paula Daako,"860 Nyame Highway Suite 081
South Adrianport, MH 24412",abrafiterence@example.com,+233282208388,SMS,33542,App,Email
TRO144229,Adrian Asiedu,"117 Yvonne Prairie Suite 527
Marcusville, LA 90259",aduconstance@example.org,+233507176404,SMS,30702,Website,SMS
TRO771859,Owura Raymond Akyeampong,"595 Nyaako Union Suite 162
East Lawrencia, NJ 92947",patrick89@example.org,+233243091039,SMS,64592,Website,Call
TRO394715,Maame Nana Ama Baah,"8859 Shirley Spring Apt. 048
New Kwabenabury, TX 19755",jboatemaa@example.org,0283854360,SMS,16031,App,Email
TRO159128,Irene Boadu,"51700 Maureen Route
Tonyville, MN 50633",janettweneboa@example.org,0247649966,Email,53871,Website,Call
TRO814543,Afia Kwartemaa-Akyena,"76159 Andorful Field
Oforiton, WY 50136",joyce37@example.org,+233554537944,Call,25445,App,Call
TRO413187,Baaba Okyere,"Unit 0355 Box 7498
DPO AA 08104",jonathankarikari@example.com,+233265856975,SMS,9111,Website,SMS
TRO562021,Miss Karen Afirifa,"5211 Kwadwo Field Suite 818
Lake Abeikuborough, NJ 23077",ofosujuliana@example.net,0282390643,Email,17898,App,Email
TRO302783,Mark Andorful,"92094 Stephen Shoal
Asamoahport, VT 45814",comfortakyeampong@example.com,+233248129983,SMS,98356,Website,Call
TRO444411,Awura Esi Opoku,"0926 Shirley Villages
East Emmashire, SD 28089",yeboagordon@example.org,+233206692696,Call,88464,Website,Call
TRO844954,Dr. George Takyi,"9668 Omani Square
East Annview, NJ 62101",julieakoto@example.net,0269965671,Email,54816,App,Call
TRO587093,Maame Sarah Boakye,"893 John Underpass Apt. 971
Port Alberthaven, WV 70550",lawrencenyantakyi@example.net,+233276272776,SMS,99605,App,SMS
TRO465213,Paula Antwiwaa,"529 Henry Via Suite 573
New Katyport, NM 59772",ntimjulian@example.org,+233204390705,SMS,71825,App,Call
TRO410751,Owura Michael Opoku,"053 Abigail Manor Suite 089
Asamoashire, MO 07686",amponsahjonathan@example.com,+233281729487,Email,41628,Website,Email
TRO613790,Richard Owusu,"010 Koomson Lake
West Marcus, CO 63833",anokyefelicia@example.org,+233243903097,Email,89753,Website,Email
TRO993307,Albert Andorful,"7076 Osei Mountains Suite 936
Natashamouth, VA 02448",bonaedward@example.net,+233577465951,SMS,80877,App,Call
TRO877414,Priscilla Agyeiwaa-Adoma,"345 Steven Ferry Suite 208
South Marilyn, GU 96953",adwoawiafe@example.org,+233572318454,Call,73864,App,Email
TRO81657,Helen Asiama-Obeng,"Unit 8746 Box 1653
DPO AP 14568",marcusadusei@example.com,+233551921614,Call,38731,Website,SMS
TRO695295,Mrs. Samantha Oppong,"30667 Samantha Radial Apt. 767
Sarpongmouth, MO 18645",appiahsalomey@example.com,0540682172,Call,8876,App,Call
TRO143673,Osofo Julian Agyapong,"07463 Joojo Motorway
Victorburgh, NV 65839",efrimpomaa@example.com,0501531360,SMS,94270,Website,Email
TRO709762,Jeffrey Adomako,"2996 Stephanie Lodge
New Kevin, OH 72343",jamesforiwaa@example.org,+233283400270,Email,45407,App,Email
TRO959831,Lydia Agyeiwaa,"8589 Beatrice Parkways Suite 146
Port Jeremystad, WV 85764",oseiisaac@example.org,0273345655,Call,12587,Website,Email
TRO310216,Jacob Bona-Omani,"1714 Badu Divide Apt. 376
Asiamaberg, MH 34288",afirifamarcus@example.org,+233261599345,SMS,7595,Website,Call
TRO554914,Nigel Owusu,"159 Constance Plains
East Rosemary, MH 43039",fappia@example.org,0506334675,Email,4707,App,Email
TRO39835,Rebecca Ntim,"24012 Ekow Highway
Akyeampongshire, HI 18097",afuaadusei@example.net,0543382156,SMS,8452,Website,Call
TRO611753,Owura Donald Darko,"495 Nyantakyi Drive
Lake Vincent, AL 35762",tony99@example.com,+233559484114,Email,99828,App,Email
TRO726903,Dr. Clifford Karikari,"4783 Harry Square
Atashire, TN 53537",johnsarpong@example.com,+233566011937,Call,81361,App,SMS
TRO408443,Russell Owusu-Ankra,"PSC 0815, Box 3841
APO AP 28681",kagyapong@example.org,0241063567,Email,74054,App,Email
TRO8655,Mr. Henry Otiwa,"9543 Jake Locks
Afialand, ME 10706",thomasamponsa@example.net,+233267881949,SMS,36252,App,SMS
TRO464796,Mr. Aaron Ofosu,"527 Eric Trail
Alexandermouth, SD 12963",ansomahmary@example.org,0264614118,SMS,75477,App,Call
TRO800875,Yaa Okyere-Boateng,"4798 Kyerewaa Vista Suite 899
Dorachester, DE 64036",zopoku@example.com,0504151728,SMS,64511,App,Email
TRO852128,Mr. Terence Ansa,"036 Abeiku Run Suite 076
Ronaldburgh, MO 61939",mboatemaah@example.org,+233500675356,Email,29967,Website,Call
TRO507530,Charles Prempeh-Akowua,"7830 Antwi Valleys
Ronaldstad, OR 05414",josiahagyei@example.com,0551188343,SMS,51576,Website,SMS
TRO53470,Margaret Abrafi,"10514 Duncan Mall
Katherineview, SD 98817",ampofojustin@example.org,+233244928673,Email,99515,App,Email
TRO311581,Kwame Gyamfi,"943 Esi Common Apt. 264
West Jacob, DC 85691",akyeampomaachristian@example.net,+233505232124,SMS,38517,App,Call
TRO139235,Akumaa Adomah,"68221 Kwarteng Stravenue Suite 470
Port Shaunland, OR 02625",rosemaryntiamoa@example.org,0563011033,SMS,64117,App,SMS
TRO313126,Mr. Benjamin Donkor,"7442 Kumi Court Apt. 555
Mensaview, NC 82051",makoaa@example.org,0507648348,SMS,23732,Website,Call
TRO803262,Kweku Akyerεko,"69009 Tony Expressway
North COmfortmouth, TN 06340",xasiedu@example.com,+233500794184,SMS,36827,App,Call
TRO831947,Arthur Gyasi-Okyere,"2861 Baawia Junction Suite 015
New Isaactown, TN 28436",dennis34@example.org,+233546545531,Call,53872,Website,Call
TRO351759,Joojo Adomah,"782 Akoto Square Apt. 436
East Adammouth, DE 14288",marcusansa@example.net,0273600919,Email,64617,App,Email
TRO623178,Lydia Ahortor,"92897 Otiwa Center Suite 374
Port Colinsfort, KS 56613",carolineankra@example.org,0279161752,Email,49694,App,SMS
TRO624318,Kevin Agyei,"323 Joel Plains Suite 275
Katherineberg, CA 87176",fofievida@example.com,+233545838177,Email,39327,Website,Email
TRO907457,Ekow Baa-Awuah,"8015 Prempeh Causeway
West Emilyport, TX 42457",lydiayawson@example.net,+233289538134,Call,39226,Website,SMS
TRO977784,Owura Frank Omani,"2776 Amponsa Wall Suite 911
New Adwoastad, MH 40294",kweku33@example.com,+233282267565,SMS,82300,Website,Email
TRO784936,Sam Bonsra-Agyapong,"6339 Jeremy Courts Apt. 546
Otitown, MP 04694",dnkansah@example.net,0566243215,Email,32323,Website,Email
TRO921087,Rebecca Akɔmaa,"PSC 6781, Box 8845
APO AE 03051",vanessa98@example.com,0282662533,Call,20998,Website,Call
