Customer ID,Name,Address,Email,Telephone,Contact Preference,Transaction Activity,Customer Preference,Communication Method
GHA885362,Owura Mathew Akyeamfuɔ,"7631 Afua Shoals Apt. 180
New Susan, AK 73113",akarikari@example.net,0509139080,Call,91003,Website,Email
GHA313044,Bernard Baafi,"36706 Stanley Skyway
Kwesifurt, TN 37748",ampadurichard@example.net,+233289049109,SMS,47302,Website,Call
GHA308803,Dora Akyeampong,"68829 Georgina Turnpike
Boakyefort, OR 44969",paulyeboa@example.org,0200452226,SMS,23369,App,Call
GHA196742,Josiah Adusei-Adusei,"23355 Tom Ports
North Dannystad, IL 81336",naominti@example.org,+233247965042,Email,12931,App,Email
GHA504534,Denis Agyapong,"46282 Joseph Motorway Suite 451
South Timothyton, PR 74304",josh07@example.org,0288269383,SMS,11786,App,SMS
GHA434145,Kwasi Adomako,"10504 Jessica Field Suite 267
North Teresa, WV 22169",bagyapong@example.com,+233501772164,SMS,6967,Website,SMS
GHA47363,Mr. Steven Tawia,"USCGC Boaten
FPO AA 19983",pamela75@example.com,+233289216636,Call,749,Website,SMS
GHA402579,Hannah Safo,"07485 Abena Viaduct
Francisburgh, DC 87086",kojodwamena@example.net,0263301784,Email,62973,Website,SMS
GHA711293,Shaun Adomako,"351 Aba Rue
Akyeampongshire, TX 37385",acheampongkwadwo@example.net,0209468459,SMS,72431,Website,Call
GHA781770,Akwesi Asamoa-Ntiamoa,"276 Frimpomaa Groves Apt. 614
Karlfort, IN 86387",alexanderdanso@example.org,+233565912744,SMS,1792,App,SMS
GHA826971,Nicholas Quartey,"275 Dorcas Village
Port Benjamin, AR 12896",karikarilydia@example.net,0573664410,Call,27245,Website,Email
GHA694255,Lucy Agyei,"2093 Daako Path Apt. 871
Kwabenaport, FM 11953",akotoeric@example.org,+233272587972,Call,2446,Website,Email
GHA290420,Lucy Ampadu-Asamoa,"62007 Lucy Cliffs
South Rogerport, CO 58561",dora85@example.com,+233273912451,SMS,14867,Website,Call
GHA106401,Kwadwo Amponsah,"578 Kumi Prairie Suite 560
Maryville, MD 47914",qnyaako@example.net,0548560280,Call,71777,App,Email
GHA451054,Mary Yeboa,"97819 Dominic Orchard Apt. 251
North Baabafurt, DE 03396",adamnyame@example.com,0282863608,SMS,92600,App,SMS
GHA671964,Olivia Osei,"563 Asamoah Park
Abachester, ID 38988",beatriceakyena@example.com,0249284593,Email,5455,Website,SMS
GHA334532,Pamela Ansomaa-Owusu,"4700 Annette Green
West Terenceshire, IN 97481",gregoryofosu@example.com,+233571592160,Call,91182,App,Email
GHA538019,Philip Kyei,"3863 Nyame Branch Suite 362
East Duncan, AR 77454",kennethboadi@example.net,0274292993,Email,53059,App,SMS
GHA141048,Osofo Maame Paula Asenso,"85690 Kwamena Villages
New David, LA 34377",amberkwaakyewaa@example.com,+233207965229,Call,54389,Website,Email
GHA539643,Yaw Osei,"5942 Oppong Shores
Port Kwesi, NV 14671",jillansa@example.com,0572635078,Email,4728,Website,Email
GHA933860,Paul Adusei,"109 Nsia Ford Suite 573
West Julianburgh, MH 93275",baawiarosemary@example.com,+233278917339,Call,12992,Website,Call
GHA538697,Mr. Kwabena Donkor,"5688 Naomi Vista
East Felicia, WI 31950",shaun73@example.com,0249773984,Call,4254,App,SMS
GHA155248,Irene Abrafi-Yawson,"90359 Yawson Grove Suite 833
Margarettown, MO 58452",safohenry@example.org,0541692487,Call,12414,Website,Email
GHA60058,Dr. Dominic Amo,"9443 Tutu Crossroad Apt. 104
Andrewview, CA 20968",kbaa@example.com,+233579317432,Call,59945,App,Email
GHA452169,Yaw Kusi,"604 Katherine Hollow
New Karl, ME 49772",kusiwaakwasi@example.org,0283664317,SMS,38064,Website,Call
GHA689166,Sista Rebecca Ansomah,"82881 Joanna Stravenue
South Samantha, TN 27313",asensofrederick@example.net,0509514198,SMS,92245,Website,Email
GHA944276,Esi Nkansah,"10625 Yawson Roads Apt. 319
North Angelamouth, KS 84680",gtwumasi@example.net,0282154456,Email,43923,App,Call
GHA373163,Jessica Ansomaa-Kusi,"463 Nana Ama Village
South Pamela, ND 77052",rosemaryfosu@example.org,+233263869879,SMS,38626,Website,SMS
GHA210204,Kenneth Tutu,"84960 Stephanie Estate
Lake Yawchester, MP 51670",stanley17@example.net,+233503492454,SMS,46639,App,Email
GHA987447,Francesca Anima,"1296 Vida Circles
West George, MH 03504",myawson@example.org,+233556361369,Call,97000,App,Call
GHA490125,Steven Boadu,"9915 Amoanimaa Creek
South Josh, VA 40566",antony20@example.com,0574659041,Call,60629,Website,Email
GHA254906,Mary Prempeh,"67508 Asare Inlet
Rosemaryport, AL 68102",salomey22@example.org,+233287928375,Email,48513,Website,Call
GHA453084,Abeiku Yeboa,"34647 Adomako Views
South Justin, LA 36709",nicholasanima@example.net,0509617017,SMS,99492,Website,SMS
GHA540316,Denise Donkor,"456 Vanessa Crest
East Danielle, NC 13301",comfort96@example.com,+233261252048,Call,32098,Website,Call
GHA176635,Abeiku Boahen,"017 Bonsu Port Suite 513
Nicolaport, DE 23019",okyeredouglas@example.net,+233500465200,Call,71615,App,SMS
GHA289039,Victor Nyantakyi,"07988 Nsia Club Apt. 094
East Lucyside, NH 52908",malcolmokyere@example.net,+233570896355,Call,64168,Website,Email
GHA76230,Owura Christian Afirifa,"7770 Amoakowaa Courts
Carolineborough, SD 08976",jason81@example.net,+233281400946,Call,85707,Website,SMS
GHA170418,COmfort Wiafe-Prempeh,"93728 Acheampong Neck Apt. 699
South Paulfurt, IL 36483",safoaasalomey@example.org,0278259012,Email,32921,App,Call
GHA827186,Kweku Nti,"65598 Daako Parkways Suite 026
West Mary, MH 91181",akyerewaa@example.org,+233281514570,Call,5356,Website,Email
GHA36879,Mama Millicent Akyaa,"33520 Abrafi Hollow
Ntifurt, MS 27742",wnyame@example.org,0570302806,SMS,81256,Website,Call
GHA153017,Louis Boakye,"USS Bona
FPO AA 22032",arthur85@example.com,0579396014,Email,46911,App,Email
GHA406054,Danielle Agyei-Yawson,"308 Marcus Cape
Port Bruce, WV 20031",lbadu@example.org,+233569449408,Call,90496,Website,Call
GHA965752,Elliot Asiama-Agyei,"74292 Duah Mountains Apt. 378
Phillipbury, LA 20022",eliabeth01@example.com,0279978391,SMS,20085,App,SMS
GHA237894,Miss Jessica Anokye,"5497 Deborah Run
North Francesca, SC 50170",mansabeatrice@example.net,0552623750,Call,6985,Website,Email
GHA192953,Katherine Safo,"9627 Bruce Trail Suite 107
Kusiwaaview, CO 76292",adwubimartin@example.net,+233577095321,SMS,54650,App,SMS
GHA464702,Stephanie Sarpong,"151 Omani Green
South Lucychester, TN 86497",abeiku20@example.org,0263531693,Call,56290,Website,SMS
GHA315741,Donald Oti,"1589 Otiwa Inlet
Acheampongstad, ID 60103",maria50@example.com,+233265977475,Call,57894,Website,Email
GHA545693,Louis Adutwum,"712 Nti Inlet
West Rachael, HI 90289",gregoryafirifa@example.com,+233567621217,Email,36897,Website,Email
GHA57241,Ekow Bonsra,"035 Roger Course Apt. 113
North Jeremyshire, IA 32539",helen42@example.com,+233204427703,SMS,44047,App,Email
GHA644809,Malcolm Omani,"45924 Donkor Groves Apt. 976
Oliviashire, TX 58971",abigailbadu@example.net,0288510708,Email,17342,App,Call
GHA201461,Patrick Omani,"7590 Mansa Village Suite 182
Kwamehaven, NY 54115",gyeboa@example.com,0271679530,Email,34213,Website,Call
GHA403082,Malcolm Antwi,"5592 Edward Viaduct
Darkoside, AR 56532",naomi46@example.com,+233262951289,Call,21806,App,Email
GHA55830,Mama Patricia Agyeiwaa,"41326 Agyapong Route Suite 555
Georgiaside, HI 31137",bakyena@example.com,+233564453566,Email,81312,Website,Call
GHA673508,Albert Ahortor,"70186 Akoaa Turnpike Suite 545
Feliciahaven, WA 42512",boakyesylvia@example.org,0577228237,SMS,49013,App,Email
GHA399259,Rosemary Gyamfiaa,"3684 Anokye Shoals Apt. 906
Port Russell, NJ 71768",aagyei@example.net,0286381103,Call,67944,App,SMS
GHA65281,Graham Amoasi-Asamoa,"492 Stanley Crossing
Davidfurt, WI 26674",skusi@example.org,+233548881227,Email,22682,App,Email
GHA491827,Miss Lisa Amo,"9140 Kyei Coves
Francisland, MS 43492",otiwateresa@example.net,+233261277767,Call,13442,Website,SMS
GHA364742,Rosemary Agyapong,"USS Amoasi
FPO AP 94380",qnyame@example.org,0571377702,SMS,72297,App,Email
GHA404186,Sheila Safoaa,"36485 Kojo Valley
Asieduwaamouth, TN 75809",jeffrey43@example.net,+233503678210,Email,30513,App,Email
GHA382574,Maame Jessica Fosua,"PSC 8725, Box 5609
APO AE 02003",wkyerewaa@example.net,+233573958136,Email,12599,App,SMS
GHA433925,Akwasi Ofosu-Baafi,"6342 Otuo Mews Apt. 254
Ofosuburgh, SD 06358",wwiafe@example.net,+233279514047,Email,73598,App,Call
GHA187282,Stephen Andorful-Kumi,"09688 Yaamoa Summit Suite 969
Abenafurt, SD 20323",yagyemang@example.com,+233247177370,Call,11567,Website,Call
GHA445875,Afua Yirenkyi,"5679 Abeiku Expressway Apt. 778
Akualand, VT 91285",markboahen@example.org,0559590895,Email,44073,Website,Email
GHA176143,Jeffrey Sarpong-Ata,"4998 Stanley Prairie Suite 455
Harryfurt, WV 35749",nasieduwaa@example.org,0575016022,SMS,44980,Website,Call
GHA945433,Frederick Otiwa,"0425 Joel Cove
Lake Kyletown, MA 21274",millicentprempeh@example.org,+233567376987,Call,35729,Website,SMS
GHA416611,Oliver Yeboah,"Unit 8318 Box 0914
DPO AA 59421",phillipkwarteng@example.com,+233562647514,SMS,63278,App,SMS
GHA643863,Joshua Adusei,"95679 Michael Springs
West Harryside, IN 87822",denisandorful@example.org,+233546109322,Call,48188,App,Call
GHA804570,Wendy Pomaa-Boatemaah,"6366 Sylvia Extension
East Joyce, NJ 74894",andrewantwi@example.org,0550730326,Call,99693,Website,Call
GHA960958,Osofo Maame Tracy Asante,"23195 Omani Fords
West Daniel, OH 93491",ruth40@example.org,0271676674,Call,20134,App,Email
GHA315333,Annette Gyasi,"6548 Dufie Locks
Adomaland, PA 08237",abenaafoakwa@example.net,+233543823571,SMS,55048,App,SMS
GHA465432,Maame Rita Frimpomaa,"09230 Henry Ford
South Jasminemouth, CA 90127",boakyeafua@example.org,0576812074,SMS,34207,App,Call
GHA229350,Kevin Dwamena,"52502 Afia Gateway Suite 292
Boakyeton, PA 90334",hdufie@example.org,+233542186032,Email,93094,App,Email
GHA348817,Hannah Kwartemaa,"07412 Hannah Drives
Denischester, NJ 85676",nyameama@example.org,0245461550,SMS,60963,Website,SMS
GHA769927,Elliot Appiah,"42732 Gregory Inlet
Amponsahaven, AL 33954",wagyemang@example.com,+233203449618,SMS,44421,App,Call
GHA873272,Ekow Boahen,"3880 Ampadu Port Apt. 190
Lake Adriantown, PW 80290",emilyopuku@example.com,0285377893,SMS,11873,Website,Email
GHA206982,Stephanie Tweneboa-Tweneboa,"PSC 1477, Box 4205
APO AA 86673",amber45@example.com,0267802189,Email,47919,Website,Email
GHA285519,Owura Oliver Obeng,"964 Nimakoah Streets
West Phillipfort, SD 11462",nicholaskyerewaa@example.com,0241692520,SMS,91831,App,Email
GHA83642,Mama Francesca Amponsa,"68963 Karikari Ferry
New Rebecca, OK 98116",yawsonyaw@example.net,+233553858784,Call,7670,App,SMS
GHA831008,Martin Akyeampong,"687 Antwi Roads
Karikariside, NJ 58730",dyawson@example.net,+233206125979,Call,61200,App,Call
GHA953178,Wendy Ntim,"747 Opuku Radial
Nkansamouth, NC 56392",baahshirley@example.org,0543471568,Call,98742,Website,SMS
GHA163880,Mama Lawrencia Sarpong,"77656 Agyei Streets Suite 906
Cliffordshire, MI 25159",otikwabena@example.net,0574682018,Email,9442,Website,Email
GHA481221,Jennifer Amo,"884 Bonsra Square
Elliotside, NV 30240",myirenkyi@example.com,+233205797477,Email,86802,Website,SMS
GHA91664,Mr. Phillip Yaamoa,"39455 Boatemaa Fords
West Kwamena, MD 58008",owusuwaayvonne@example.com,0543013342,Email,27545,App,SMS
GHA6760,Osofo Shaun Asenso,"773 Kwaku Path Suite 775
Fosuachester, MS 11526",ansasusan@example.com,0556298678,SMS,57955,App,Email
GHA295002,Ekow Okyere-Danso,"075 Amoako Forges Suite 573
New Elizabeth, MA 78928",karikariroselyn@example.com,+233201975114,SMS,65111,Website,Call
GHA567199,Janet Ampoma,"843 Grace Plain
Joojofort, NE 42199",tomani@example.net,0275111615,Call,19033,App,Email
GHA755619,Samuel Yaamoa,"473 William Summit Apt. 229
Philipport, OK 66019",joanna53@example.org,+233276969213,SMS,12120,Website,Email
GHA426929,Joe Boadi,"93372 Ntiamoa Lake Apt. 352
Phillipshire, FL 71943",takyilawrence@example.net,0269732131,Call,96779,Website,Email
GHA746300,Rosemary Andorful,"6228 Joanna Key
New Isaac, IL 10265",ntiamoamartin@example.net,0204440727,SMS,46796,App,Call
GHA383432,James Ansa-Boadi,"75654 Jasmine Road
East Lucy, AS 53894",haboraa@example.net,+233288851739,SMS,56157,Website,Email
GHA698684,Kwadwo Tweneboa,"224 Marcus Canyon Suite 771
East Albert, IN 15731",gracekwarteng@example.net,0209532877,Call,76047,Website,SMS
GHA142431,Lydia Mensah,"2153 Agyapong Loaf Suite 253
Josephmouth, VT 05811",akyeiwaa@example.net,+233247052190,Call,47865,App,Call
GHA479134,Jessica Agyapong-Kusiwaa,"25033 Baafi Junctions Apt. 074
South Gordon, CA 87656",akowuatimothy@example.com,+233504358101,Call,62159,App,SMS
GHA879454,Frederick Prempeh,"9275 Karikari Plains Apt. 672
Rebeccabury, CT 46915",nicholaspokuaa@example.org,0562222569,Email,4512,App,SMS
GHA810439,Maria Amoanimaa,"2548 Ampoma Mountain
Kwabenaton, NE 33231",nmensah@example.org,+233549367780,Call,32342,App,SMS
GHA294219,Joyce Acheampong-Duah,"4859 Tiwaa Crest
Joeborough, PA 48578",rita72@example.net,0545726138,Call,22383,App,SMS
GHA809950,Francis Afirifa,"9703 Yaamoa Island Apt. 313
Pamelastad, OH 80407",patricia43@example.org,+233205035936,SMS,1397,Website,Call
GHA735359,Dr. Esi Akyeampomaa,"0483 Phillip Point Apt. 840
Cliffordshire, AK 16461",abona@example.org,+233565271309,Call,46645,Website,Email
GHA990721,Elliot Agyei,"951 Gifty Centers
Amoashire, WI 19421",dominic79@example.com,0246268872,SMS,35947,App,Call
GHA821491,Mama Danielle Fosua,"28446 Agyare Falls
Georgiachester, LA 39095",xboadi@example.com,0551869103,Call,74509,Website,Email
GHA238499,Abena Darko,"0600 Bona Field Suite 333
Twumasihaven, MA 24270",awesiampadu@example.org,+233265317829,Call,28222,App,SMS
GHA867072,Vincent Owusu,"860 James Key Apt. 175
Yvonnetown, OR 25343",frederickappia@example.com,+233562809540,Call,43500,Website,Call
GHA75667,Ms. Mandy Ntim,"00525 Karen Park Suite 269
Joyceside, IL 41240",xbaah@example.com,+233556339742,Call,74806,Website,SMS
GHA274248,Joyce Amo,"498 Mensa Manors
Ahortorfurt, OR 63753",stephanie08@example.net,0509281325,Call,19131,App,Email
GHA493751,Julie Tutu,"92243 Agyare Freeway
Lake Williamshire, GU 19926",lucyakoto@example.com,+233263635248,Email,22896,App,Email
GHA640468,Maria Daakoaa,"997 Gordon Brook
South Pamelamouth, MT 83077",mariaagyemang@example.com,+233205858479,Call,73163,Website,SMS
GHA783744,Alex Owusu,"10680 Boakye Spur
Lake Patrickberg, DE 65118",wamoa@example.org,+233204897042,SMS,1597,App,SMS
GHA724103,Regina Asantewaa-Adutwum,"75100 Adomako Ridges Suite 698
East Cliffordburgh, MS 62442",jenniferakyena@example.net,+233205776160,SMS,74352,Website,Email
GHA476141,Denise Kumi,"6635 Antwi Fall
Twumasiview, WI 83433",james08@example.net,+233274586604,Call,46765,Website,Email
GHA652574,Alex Kusi,"57846 Dorothy Common Apt. 576
Nana Amaside, MN 52423",denis53@example.com,+233266538868,Email,39414,App,Call
GHA428753,Alice Agyeiwaa,"95158 George Valley
Francescastad, ID 84800",kasiedu@example.com,0558246643,Call,49552,Website,Email
GHA815077,Michael Akowua,"607 Esi Motorway
Port Duncan, WY 13086",stephanie37@example.com,+233284125162,Call,29781,App,Call
GHA121467,Maria Serwaa,"451 Asiama Knolls
Kofiside, ID 06689",uansomah@example.org,0278088344,Call,48317,App,SMS
GHA644633,Miss Nana Ama Boakyewaa,"223 Priscilla Tunnel
East Joeberg, AS 70051",bonsraalbert@example.org,+233280821194,Email,94528,App,Call
GHA365634,Charles Asante,"0394 Gregory Rapid
Lake Abatown, IL 79605",andorfuljames@example.net,+233544199822,Email,71503,Website,Email
GHA981918,Martin Boakye,"669 Boadu Rue Apt. 619
Port Rebeccaport, MH 21480",marilynopoku@example.com,+233541725915,SMS,57927,Website,Call
GHA775967,Maame Lucy Kusiwaa,"531 Akos Station
Nkansahton, MN 99537",obengkarl@example.net,0241672786,Email,91775,Website,Email
GHA135396,Andrew Ofosu-Oppong,"27815 Boakyewaa Landing Suite 627
New Frederickport, WA 17906",akyerekoarthur@example.net,+233541283851,Email,82986,App,Call
GHA164512,Ms. Susan Duah,"2297 Appia Walk Suite 113
Maryborough, AL 25723",akua52@example.com,+233275681139,SMS,62910,Website,Call
GHA456827,Lucy Nkrumah,"Unit 2106 Box 6070
DPO AE 19265",tfosua@example.com,+233577222171,Email,88325,Website,SMS
GHA3113,Gemma Badu,"PSC 4667, Box 2112
APO AP 40516",ckumi@example.com,0261332897,Email,57357,App,Call
GHA435342,Mama Comfort Afrakomaa,"81038 Darko Throughway Suite 412
Port Stevenburgh, OK 77421",famponsah@example.com,+233273429553,Call,40681,App,Call
GHA871434,James Obeng,"545 Lydia Street Suite 956
Francescamouth, MS 05596",rachelgyamfi@example.com,0569710709,Email,15442,App,Email
GHA898340,Martin Nyantakyi,"387 Amoa Pike Apt. 429
South Gregoryfort, AK 75866",lorrainedanso@example.com,+233550901488,SMS,93998,App,Call
GHA908755,Awura Patricia Akyeampong,"840 Kwarteng Stream Suite 582
Mariafurt, IL 23744",stanleynti@example.org,0276621217,Call,83587,App,Email
GHA205295,Rebecca Amoa,"348 Charles River Apt. 698
Akyenaville, VT 53190",tadomako@example.com,+233553841276,SMS,69390,App,Call
GHA54586,Mama Emma Amponsa,"98464 Sylvia Locks
Asantetown, NV 06296",lindabaah@example.org,+233559123052,Call,56944,Website,Email
GHA789788,Osofo Kujoe Adu,"441 Kwadwo Crescent Apt. 333
South Erictown, CA 51598",safojohn@example.org,0555705696,SMS,18704,Website,SMS
GHA924239,Tony Yeboa,"418 Serwaa Extension
Port Amandaborough, MH 57041",vnyantakyi@example.org,0271705156,SMS,96458,Website,SMS
GHA701663,Gemma Amoako,"666 Roger Bypass Suite 672
Amoafort, WY 17338",albertbaawia@example.net,0279532982,Call,12798,Website,Email
GHA227510,Patricia Asenso,"75675 Kojo Key Apt. 033
Maryberg, IL 89445",qkwaakye@example.org,+233548686655,SMS,46445,App,Call
GHA441013,Henry Amoa,"84485 Ofori Place Suite 092
South Dorothy, VI 82310",opukuedward@example.com,+233546748079,Email,97332,Website,Email
GHA230817,Julian Dwamena,"183 Donkor View
East Baabaville, PW 01249",beatriceagyapong@example.org,+233204640828,Call,9113,App,SMS
GHA707144,Akwesi Owusu,"Unit 6281 Box 5328
DPO AP 23264",adam77@example.net,0268265730,Call,48872,App,Email
GHA898991,Dr. Arthur Agyare,"6011 Dorcas Fields
Lake Jamesfort, PW 41352",gyaamoa@example.com,+233270772912,Call,95750,App,Email
GHA469086,Lydia Badu,"Unit 8486 Box 8145
DPO AP 28388",georgeagyeiwaa@example.net,0541774196,Email,25280,App,Call
GHA305818,Janet Mensah,"998 Louis Union
Grahamstad, DC 75661",giftydaakoaa@example.net,0243146558,Email,32725,Website,SMS
GHA434870,Maame Regina Asenso,"2423 Afua Expressway Apt. 762
South Yawview, UT 15303",asensomarian@example.com,+233563893331,Call,62601,App,SMS
GHA498711,Denise Adu,"59071 Jill Row
Lake Howard, NC 47884",zafirifa@example.net,0556830382,Email,60105,Website,SMS
GHA422987,Mr. Kujoe Otiwa,"Unit 7217 Box 1629
DPO AP 85974",barbaraamoasi@example.com,0263121200,Call,98133,Website,Email
GHA652963,Awura Susan Bonsu,"0134 Kwarteng Extensions Suite 944
Kwaakyewaaport, OH 47419",akyeamfuobernard@example.net,+233569469995,Call,86485,Website,SMS
GHA905034,Howard Baah,"PSC 6806, Box 7447
APO AE 34818",animakweku@example.net,0283509879,SMS,99359,App,Email
GHA935995,Karen Otuo,"08107 Amelia Plaza
Koomsonstad, CA 02252",marian89@example.net,0283084756,Email,28464,App,Call
GHA311852,Sarah Nkansah,"233 Aba Glen
South Rebecca, GU 35808",asantewaamichael@example.net,0560730727,Email,85592,Website,Email
GHA581654,Hannah Kyei,"87364 Nicholas Row
East Akumaa, IA 04022",eafirifa@example.com,+233208342828,Email,86875,App,Call
GHA506006,Michelle Anima,"PSC 5325, Box 5252
APO AE 82908",vforiwaa@example.net,+233573641931,SMS,20809,Website,SMS
GHA13294,Sista Linda Owusuwaa,"2411 Amoa Springs
Baafiberg, KY 90568",ampomajanice@example.org,+233263504847,Email,63736,App,SMS
GHA9507,Agya Richard Osei,"0302 Akowua Pine Suite 711
Samuelside, AS 87148",pamela40@example.org,0241336118,Call,47862,Website,Email
GHA894013,Osofo Maame Abigail Safo,"055 Karen Bridge
Kwadwomouth, IA 67532",amojoshua@example.com,0244904455,SMS,64384,App,SMS
GHA612744,Debra Owusuwaa,"757 Joseph Crest Apt. 123
New Sheilamouth, PR 31625",ben73@example.com,0565424457,Call,91344,App,Call
GHA777022,Phillip Agyemang,"2294 Akwesi Inlet Apt. 998
Angelamouth, CT 88145",kweku21@example.net,+233263496583,Call,72589,Website,SMS
GHA667990,Nicola Pokuaa-Akɔmaa,"PSC 2726, Box 9317
APO AE 17303",vkusi@example.net,0500146070,Call,63621,App,Call
GHA806021,Mrs. Rebecca Anima,"1230 Akosua Divide Apt. 655
Amoaton, IN 99295",ankrafrank@example.com,0268313641,SMS,58400,Website,Call
GHA672934,Mrs. Eliabeth Asiama,"141 Kwamena Gateway Apt. 432
Eliabethborough, NE 56153",ataalexander@example.com,0287238288,SMS,37643,App,Email
GHA290638,Sista Barbara Bonsra,"575 Fofie Ridges
East Colins, TN 56806",appianigel@example.org,+233578672206,SMS,64601,App,Call
GHA196574,Miss Sarah Akɔmaa,"9222 Adomah Canyon Apt. 747
Jakeburgh, AS 33811",ifosu@example.net,0573346487,Call,47555,Website,Email
